"lat","long","year","bloom_date","bloom_doy","cat_bloom_doy","location","month","season","tmax_avg","tmax_max","tmin_avg","tmin_min","gdd_avg","prcp_avg"
35.0119831,135.6761135,1962,"1962-04-12",102,"4","kyoto",6,"Summer",25.45,31,17.1033333333333,11.5,21.2766666666667,123.366666666667
35.0119831,135.6761135,1962,"1962-04-12",102,"4","kyoto",7,"Summer",31.2935483870968,37.6,22.5774193548387,18.2,26.9354838709677,69.8064516129033
35.0119831,135.6761135,1962,"1962-04-12",102,"4","kyoto",8,"Summer",33.2709677419355,36.2,23.2645161290323,19.4,28.2677419354839,50.9677419354839
35.0119831,135.6761135,1962,"1962-04-12",102,"4","kyoto",9,"Fall",29.9733333333333,34.4,19.3766666666667,10.8,24.675,16.5
35.0119831,135.6761135,1962,"1962-04-12",102,"4","kyoto",10,"Fall",22.4838709677419,30.3,12.3741935483871,5.2,17.4290322580645,18.8387096774194
35.0119831,135.6761135,1962,"1962-04-12",102,"4","kyoto",11,"Fall",16.2466666666667,23.9,6.63,0.5,11.4383333333333,18.4666666666667
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",0,"Winter",12.4387096774194,16.6,2.19677419354839,-0.9,7.31774193548387,17.258064516129
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",1,"Winter",6.19677419354839,10.7,-3.13548387096774,-8.1,1.53064516129032,14.6129032258064
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",2,"Winter",7.2,11,-1.53928571428571,-4.7,2.83035714285714,16.3214285714286
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",3,"Spring",13.1032258064516,21.2,2.06129032258064,-3.9,7.58225806451613,33.1612903225806
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",4,"Spring",19.7466666666667,27.4,9.45666666666667,-1.4,14.6016666666667,52.5333333333333
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",5,"Spring",23.1290322580645,30,15.9645161290323,6.1,19.5467741935484,103.935483870968
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",6,"Summer",27.8566666666667,34.9,20.2833333333333,16.5,24.07,95.7666666666667
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",7,"Summer",32.5193548387097,35.7,22.7838709677419,19.1,27.6516129032258,59.7096774193548
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",8,"Summer",31.9483870967742,36,23,19,27.4741935483871,76.2258064516129
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",9,"Fall",26.2266666666667,32.3,17.5366666666667,12,21.8816666666667,27
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",10,"Fall",21.6645161290323,25.4,11.8709677419355,6.5,16.7677419354839,32.9354838709677
35.0119831,135.6761135,1963,"1963-04-11",101,"3","kyoto",11,"Fall",17.06,22.3,6.47,0.8,11.765,13.9333333333333
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",0,"Winter",12.4096774193548,18.7,2.10645161290323,-3.3,7.25806451612903,6.09677419354839
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",1,"Winter",9.74516129032258,14.7,1.81290322580645,-1.6,5.77903225806452,28.8709677419355
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",2,"Winter",7.52068965517241,11.8,-0.189655172413793,-2.7,3.66551724137931,25.1379310344828
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",3,"Spring",11.9677419354839,22.6,1.84193548387097,-2.7,6.90483870967742,30.5161290322581
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",4,"Spring",22.73,29.5,12.28,7.2,17.505,59.7666666666667
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",5,"Spring",25.958064516129,31,12.8,7.1,19.3790322580645,37.3870967741936
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",6,"Summer",27.1533333333333,31.4,16.8033333333333,11.3,21.9783333333333,69.9666666666667
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",7,"Summer",32.5193548387097,37.3,23.0838709677419,19.1,27.8016129032258,49.0322580645161
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",8,"Summer",34.1483870967742,37.1,24.5838709677419,21.2,29.3661290322581,21.0322580645161
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",9,"Fall",28.89,34.1,19.89,11.4,24.39,44.5666666666667
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",10,"Fall",21.741935483871,26.4,12.2483870967742,4.1,16.9951612903226,35.5483870967742
35.0119831,135.6761135,1964,"1964-04-08",99,"3","kyoto",11,"Fall",16.5,26.3,4.95333333333333,0.5,10.7266666666667,22.9333333333333
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",0,"Winter",12.0193548387097,15.4,1.30645161290323,-3.1,6.66290322580645,4.90322580645161
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",1,"Winter",8.48709677419355,13,-0.719354838709677,-5.3,3.88387096774194,21.2903225806452
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",2,"Winter",9.18571428571429,15.4,-0.467857142857143,-4,4.35892857142857,10.3928571428571
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",3,"Spring",11.358064516129,17.8,0.34516129032258,-3.4,5.85161290322581,28.7096774193548
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",4,"Spring",16.44,26.2,5.06333333333333,-1,10.7516666666667,33.6
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",5,"Spring",23.9,29.8,12.3387096774194,2.7,18.1193548387097,98.1290322580645
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",6,"Summer",27.36,32.5,17.19,10,22.275,93.6666666666667
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",7,"Summer",30.2677419354839,35.9,22.3806451612903,19.1,26.3241935483871,122.225806451613
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",8,"Summer",34.0161290322581,36.6,22.2870967741936,18.4,28.1516129032258,10.2258064516129
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",9,"Fall",27.1133333333333,32,17.16,10,22.1366666666667,147.066666666667
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",10,"Fall",22.741935483871,26.9,10.3483870967742,6.6,16.5451612903226,27.1935483870968
35.0119831,135.6761135,1965,"1965-04-20",110,"5","kyoto",11,"Fall",17.38,24.2,7.02333333333333,0.2,12.2016666666667,29.7666666666667
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",0,"Winter",10.3548387096774,17.4,1.90645161290323,-2.7,6.13064516129032,20.3548387096774
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",1,"Winter",8.31935483870968,15.2,-0.703225806451613,-4.9,3.80806451612903,7.80645161290323
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",2,"Winter",11.6964285714286,17.6,0.771428571428571,-5.9,6.23392857142857,33.1428571428571
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",3,"Spring",13.741935483871,20.8,3.68064516129032,-0.1,8.71129032258064,55.4516129032258
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",4,"Spring",19.0533333333333,30.2,8.59666666666667,2,13.825,46.5666666666667
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",5,"Spring",23.1064516129032,28.2,11.7258064516129,7,17.4161290322581,69.0967741935484
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",6,"Summer",26.3966666666667,34.4,17.2033333333333,12.2,21.8,65.4666666666667
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",7,"Summer",31.2451612903226,37.2,21.4354838709677,13.5,26.3403225806452,86.9354838709677
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",8,"Summer",33.6322580645161,37.5,23.7129032258065,19.1,28.6725806451613,43.741935483871
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",9,"Fall",28.4466666666667,34.5,19.2533333333333,8.2,23.85,93.4333333333333
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",10,"Fall",23.1032258064516,28.6,12.0709677419355,5.8,17.5870967741935,24.3548387096774
35.0119831,135.6761135,1966,"1966-04-07",97,"2","kyoto",11,"Fall",17.1566666666667,25,5.42,-1,11.2883333333333,22.4666666666667
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",0,"Winter",9.97096774193548,15.6,0.583870967741935,-4.1,5.27741935483871,15.0967741935484
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",1,"Winter",8.59354838709677,15.7,-0.951612903225806,-6.4,3.82096774193548,26.741935483871
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",2,"Winter",9.56428571428571,16.8,-0.217857142857143,-4.2,4.67321428571429,11.3214285714286
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",3,"Spring",13.8612903225806,21.4,2.38709677419355,-4.3,8.1241935483871,56.741935483871
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",4,"Spring",19.12,27.9,8.94666666666667,3.3,14.0333333333333,88.5
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",5,"Spring",27.2129032258065,33.8,13.4387096774194,6,20.3258064516129,24.258064516129
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",6,"Summer",29.0766666666667,33,17.78,13.3,23.4283333333333,35.8
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",7,"Summer",31.1677419354839,36.9,22.7774193548387,17.2,26.9725806451613,143.774193548387
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",8,"Summer",34.2064516129032,36.2,23.8645161290323,20.3,29.0354838709677,15.9354838709677
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",9,"Fall",29.0833333333333,34.2,19.0533333333333,11.4,24.0683333333333,17.1666666666667
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",10,"Fall",22.0354838709677,27.4,11.7483870967742,6,16.891935483871,43.9677419354839
35.0119831,135.6761135,1967,"1967-04-07",97,"2","kyoto",11,"Fall",17.3533333333333,23.7,6.96333333333333,1,12.1583333333333,25.9666666666667
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",0,"Winter",9.92903225806452,15,0.0999999999999999,-5.2,5.01451612903226,5.48387096774194
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",1,"Winter",8.27096774193548,13.3,-0.670967741935484,-3.6,3.8,12.5806451612903
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",2,"Winter",7.70689655172414,14.2,-2.08275862068965,-5.3,2.81206896551724,23.6206896551724
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",3,"Spring",13.6806451612903,21.4,2.90322580645161,-3.2,8.29193548387097,35.6451612903226
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",4,"Spring",20.3033333333333,26.6,8.54,1.4,14.4216666666667,31.6666666666667
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",5,"Spring",23.7032258064516,28.6,12.7935483870968,5.7,18.2483870967742,32.0967741935484
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",6,"Summer",27.7733333333333,32.1,17.7,13,22.7366666666667,45.1666666666667
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",7,"Summer",29.9935483870968,36.1,22.1064516129032,15.8,26.05,88.8709677419355
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",8,"Summer",31.741935483871,35.7,23.1064516129032,18.4,27.4241935483871,117.41935483871
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",9,"Fall",27.0966666666667,30.9,18.5133333333333,12.7,22.805,70
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",10,"Fall",20.4387096774194,29.2,11.7,6,16.0693548387097,38.7096774193548
35.0119831,135.6761135,1968,"1968-04-08",99,"3","kyoto",11,"Fall",18.0933333333333,22.8,6.09333333333333,1,12.0933333333333,9.33333333333333
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",0,"Winter",13.6,19.7,4.84193548387097,-0.7,9.22096774193548,27.9032258064516
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",1,"Winter",9.19032258064516,17.8,0.9,-4.2,5.04516129032258,14.8387096774194
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",2,"Winter",9.26428571428571,17.2,1.47142857142857,-3.3,5.36785714285714,38.9285714285714
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",3,"Spring",11.7645161290323,23.9,2.65161290322581,-1,7.20806451612903,38.5483870967742
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",4,"Spring",19.9266666666667,27.5,8.17,1,14.0483333333333,37
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",5,"Spring",25.7225806451613,31.8,12.4258064516129,5.8,19.0741935483871,27.0967741935484
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",6,"Summer",26.62,31.4,16.5533333333333,9.3,21.5866666666667,134
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",7,"Summer",30.8451612903226,35.8,22.1677419354839,17.1,26.5064516129032,88.7096774193548
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",8,"Summer",33.6161290322581,37.8,23.7225806451613,20.4,28.6693548387097,43.2258064516129
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",9,"Fall",29.9133333333333,36.1,20.51,13.1,25.2116666666667,18
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",10,"Fall",22.4225806451613,25.3,11.8774193548387,5.9,17.15,24.8387096774194
35.0119831,135.6761135,1969,"1969-04-11",101,"3","kyoto",11,"Fall",16.1266666666667,25,6.58333333333333,0.9,11.355,26.3333333333333
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",0,"Winter",10.8354838709677,16.9,1.13870967741936,-2.3,5.98709677419355,8.22580645161291
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",1,"Winter",8.66774193548387,14.1,-0.761290322580645,-4,3.95322580645161,16.9354838709677
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",2,"Winter",10.475,19.8,0.767857142857143,-3.2,5.62142857142857,24.1071428571429
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",3,"Spring",10.2483870967742,22,0.867741935483871,-1.3,5.55806451612903,20.8064516129032
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",4,"Spring",18.1266666666667,23.5,8.76666666666667,1.8,13.4466666666667,59.3333333333333
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",5,"Spring",24.7645161290323,29.9,14.1032258064516,7.9,19.4338709677419,43.2258064516129
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",6,"Summer",25.07,32.1,17.41,13.1,21.24,125
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",7,"Summer",31.1354838709677,36.8,22.8290322580645,18.4,26.9822580645161,45.4838709677419
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",8,"Summer",32.6516129032258,36,23.8483870967742,21.2,28.25,38.8709677419355
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",9,"Fall",29.2933333333333,34.5,21.2766666666667,15.1,25.285,75.3333333333333
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",10,"Fall",22.5354838709677,28.3,12.9290322580645,4,17.7322580645161,23.2258064516129
35.0119831,135.6761135,1970,"1970-04-17",107,"5","kyoto",11,"Fall",16.3,20.8,6.82,0,11.56,33.1666666666667
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",0,"Winter",10.9129032258065,16.1,1.96129032258065,-2.2,6.43709677419355,14.6774193548387
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",1,"Winter",8.73548387096774,14.1,0.767741935483871,-3.3,4.75161290322581,16.6129032258065
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",2,"Winter",9.31428571428571,14.1,1.48928571428571,-4.1,5.40178571428571,17.8571428571429
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",3,"Spring",12.8548387096774,22.9,2.61290322580645,-1.2,7.73387096774194,35.9677419354839
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",4,"Spring",19.8966666666667,26.2,8.03,2.7,13.9633333333333,54.8333333333333
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",5,"Spring",23.9,31,13.5838709677419,6.2,18.741935483871,55.6451612903226
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",6,"Summer",27.0166666666667,33.1,18.6133333333333,14.1,22.815,44.1666666666667
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",7,"Summer",31.5161290322581,35.9,23.1129032258065,18.4,27.3145161290323,99.6774193548387
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",8,"Summer",31.8483870967742,35.8,23.6258064516129,18.1,27.7370967741935,51.1290322580645
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",9,"Fall",27.1533333333333,32,19.53,13.3,23.3416666666667,129.5
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",10,"Fall",21.1451612903226,25.1,12.4903225806452,7.8,16.8177419354839,47.5806451612903
35.0119831,135.6761135,1971,"1971-04-08",98,"3","kyoto",11,"Fall",17.5,24.4,7.21333333333333,1.7,12.3566666666667,2.16666666666667
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",0,"Winter",12.1193548387097,18.4,2.93548387096774,-1.3,7.52741935483871,22.258064516129
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",1,"Winter",11.2483870967742,15.8,3.38064516129032,-0.5,7.31451612903226,24.0322580645161
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",2,"Winter",9.97586206896552,14.7,2.48965517241379,-0.7,6.23275862068966,33.7931034482759
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",3,"Spring",14.241935483871,22.5,3.70645161290323,-2.2,8.9741935483871,49.0322580645161
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",4,"Spring",19.7966666666667,29.2,9.35,1.2,14.5733333333333,39.6666666666667
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",5,"Spring",24.258064516129,29.3,13.7,7.2,18.9790322580645,41.6129032258064
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",6,"Summer",27.5633333333333,34.3,17.9833333333333,10.2,22.7733333333333,77.5
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",7,"Summer",31.6,37.2,23.4838709677419,18,27.541935483871,125.645161290323
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",8,"Summer",33.1129032258064,37.2,23.3322580645161,17.3,28.2225806451613,49.3548387096774
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",9,"Fall",28.2766666666667,33.7,18.9166666666667,12.2,23.5966666666667,96
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",10,"Fall",23.8096774193548,27.9,13.041935483871,7.8,18.4258064516129,20.4838709677419
35.0119831,135.6761135,1972,"1972-04-08",99,"3","kyoto",11,"Fall",16.6,24,7.29666666666667,0.6,11.9483333333333,35
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",0,"Winter",12.2161290322581,18.3,3.78064516129032,0.3,7.99838709677419,16.6129032258065
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",1,"Winter",10.2258064516129,14,2.8,-1.6,6.51290322580645,43.2258064516129
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",2,"Winter",11.3714285714286,17.1,3.02142857142857,-2.3,7.19642857142857,25.5357142857143
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",3,"Spring",12.9741935483871,22.9,3.38064516129032,-0.3,8.17741935483871,2.09677419354839
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",4,"Spring",21.9633333333333,28.3,10.44,3.5,16.2016666666667,90.6666666666667
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",5,"Spring",23.9387096774194,29.2,13.2225806451613,6.9,18.5806451612903,50.9677419354839
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",6,"Summer",26.59,33.5,17.68,12.1,22.135,57.1666666666667
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",7,"Summer",33.8258064516129,36.9,24.1,21,28.9629032258064,7.25806451612904
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",8,"Summer",33.7516129032258,38.6,24.6935483870968,22.3,29.2225806451613,59.0322580645161
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",9,"Fall",26.77,34,18.6933333333333,14,22.7316666666667,58.8333333333333
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",10,"Fall",21.7258064516129,27.2,12.4354838709677,6,17.0806451612903,64.5161290322581
35.0119831,135.6761135,1973,"1973-04-07",97,"2","kyoto",11,"Fall",15.4566666666667,21.5,5.29333333333333,0.1,10.375,3.16666666666667
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",0,"Winter",9.43225806451613,12.5,-0.316129032258065,-3.5,4.55806451612903,0.806451612903226
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",1,"Winter",7.45161290322581,11.4,7.52086565068655e-17,-3.8,3.7258064516129,8.22580645161291
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",2,"Winter",8.83214285714286,18.3,0.417857142857143,-4,4.625,30.1785714285714
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",3,"Spring",11.8903225806452,18.9,2.55806451612903,-2.9,7.2241935483871,29.8387096774194
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",4,"Spring",20.2566666666667,25.7,8.55333333333333,0.6,14.405,82
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",5,"Spring",25.0193548387097,31.9,13.6451612903226,6.8,19.3322580645161,23.3870967741936
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",6,"Summer",28.15,32.7,17.95,14.7,23.05,89
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",7,"Summer",29.3677419354839,34,21.8741935483871,18.2,25.6209677419355,123.387096774194
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",8,"Summer",32.9451612903226,35.2,23.358064516129,19.3,28.1516129032258,75.3225806451613
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",9,"Fall",27.2333333333333,33.8,18.24,11.9,22.7366666666667,41.3333333333333
35.0119831,135.6761135,1974,"1974-04-09",99,"3","kyoto",10,"Fall",21.6516129032258,25.8,12.658064516129,6.3,17.1548387096774,44.0322580645161
