lat,long,year,bloom_date,bloom_doy,cat_bloom_doy,cat_bloom_doy_1_year,cat_bloom_doy_2_years,location,month,season,tmax_avg,tmax_max,tmin_avg,tmin_min,gdd_avg,prcp_avg
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,1,Winter,7.85483871,11.4,-1.525806452,-5.8,3.164516129,19.38709677
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,2,Winter,8.65,14.6,-0.8142857143,-4.4,3.917857143,10.71428571
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,3,Spring,14.10967742,21.1,3.138709677,-2.4,8.624193548,30.12903226
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,4,Spring,20.67333333,27.5,8.663333333,0.6,14.66833333,58.8
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,5,Spring,25.07419355,33,14.29354839,8.3,19.68387097,51.38709677
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,6,Summer,27.2,32.5,17.87,12,22.535,166.0666667
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,7,Summer,32.79677419,36,23.42258065,21.1,28.10967742,70.41935484
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,8,Summer,33.77419355,37,23.84193548,19.3,28.80806452,34.58064516
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,9,Fall,31.28,35.4,21.64666667,12.8,26.46333333,28.3
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,10,Fall,24.28387097,32.2,15.90645161,8.1,20.09516129,107.0645161
35.0119831,135.6761135,1961,1961-04-09,99,3,2,,kyoto,11,Fall,17.91666667,22.8,7.946666667,0.3,12.93166667,17
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,0,Winter,12.20967742,19.4,2.529032258,-1.6,7.369354839,9.483870968
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,1,Winter,8.458064516,13.1,-0.9451612903,-3.8,3.756451613,17.90322581
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,2,Winter,10.73928571,22.8,0.2178571429,-4.2,5.478571429,5.071428571
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,3,Spring,13.52580645,21.1,2.196774194,-2.9,7.861290323,10.22580645
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,4,Spring,19.08666667,25.8,8.016666667,-0.5,13.55166667,59.56666667
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,5,Spring,24.10645161,33.1,12.71935484,6.8,18.41290323,46.74193548
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,6,Summer,25.45,31,17.10333333,11.5,21.27666667,123.3666667
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,7,Summer,31.29354839,37.6,22.57741935,18.2,26.93548387,69.80645161
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,8,Summer,33.27096774,36.2,23.26451613,19.4,28.26774194,50.96774194
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,9,Fall,29.97333333,34.4,19.37666667,10.8,24.675,16.5
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,10,Fall,22.48387097,30.3,12.37419355,5.2,17.42903226,18.83870968
35.0119831,135.6761135,1962,1962-04-12,102,4,3,2,kyoto,11,Fall,16.24666667,23.9,6.63,0.5,11.43833333,18.46666667
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,0,Winter,12.43870968,16.6,2.196774194,-0.9,7.317741935,17.25806452
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,1,Winter,6.196774194,10.7,-3.135483871,-8.1,1.530645161,14.61290323
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,2,Winter,7.2,11,-1.539285714,-4.7,2.830357143,16.32142857
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,3,Spring,13.10322581,21.2,2.061290323,-3.9,7.582258065,33.16129032
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,4,Spring,19.74666667,27.4,9.456666667,-1.4,14.60166667,52.53333333
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,5,Spring,23.12903226,30,15.96451613,6.1,19.54677419,103.9354839
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,6,Summer,27.85666667,34.9,20.28333333,16.5,24.07,95.76666667
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,7,Summer,32.51935484,35.7,22.78387097,19.1,27.6516129,59.70967742
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,8,Summer,31.9483871,36,23,19,27.47419355,76.22580645
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,9,Fall,26.22666667,32.3,17.53666667,12,21.88166667,27
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,10,Fall,21.66451613,25.4,11.87096774,6.5,16.76774194,32.93548387
35.0119831,135.6761135,1963,1963-04-11,101,3,4,3,kyoto,11,Fall,17.06,22.3,6.47,0.8,11.765,13.93333333
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,0,Winter,12.40967742,18.7,2.106451613,-3.3,7.258064516,6.096774194
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,1,Winter,9.74516129,14.7,1.812903226,-1.6,5.779032258,28.87096774
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,2,Winter,7.520689655,11.8,-0.1896551724,-2.7,3.665517241,25.13793103
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,3,Spring,11.96774194,22.6,1.841935484,-2.7,6.90483871,30.51612903
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,4,Spring,22.73,29.5,12.28,7.2,17.505,59.76666667
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,5,Spring,25.95806452,31,12.8,7.1,19.37903226,37.38709677
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,6,Summer,27.15333333,31.4,16.80333333,11.3,21.97833333,69.96666667
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,7,Summer,32.51935484,37.3,23.08387097,19.1,27.8016129,49.03225806
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,8,Summer,34.1483871,37.1,24.58387097,21.2,29.36612903,21.03225806
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,9,Fall,28.89,34.1,19.89,11.4,24.39,44.56666667
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,10,Fall,21.74193548,26.4,12.2483871,4.1,16.99516129,35.5483871
35.0119831,135.6761135,1964,1964-04-08,99,3,3,4,kyoto,11,Fall,16.5,26.3,4.953333333,0.5,10.72666667,22.93333333
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,0,Winter,12.01935484,15.4,1.306451613,-3.1,6.662903226,4.903225806
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,1,Winter,8.487096774,13,-0.7193548387,-5.3,3.883870968,21.29032258
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,2,Winter,9.185714286,15.4,-0.4678571429,-4,4.358928571,10.39285714
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,3,Spring,11.35806452,17.8,0.3451612903,-3.4,5.851612903,28.70967742
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,4,Spring,16.44,26.2,5.063333333,-1,10.75166667,33.6
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,5,Spring,23.9,29.8,12.33870968,2.7,18.11935484,98.12903226
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,6,Summer,27.36,32.5,17.19,10,22.275,93.66666667
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,7,Summer,30.26774194,35.9,22.38064516,19.1,26.32419355,122.2258065
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,8,Summer,34.01612903,36.6,22.28709677,18.4,28.1516129,10.22580645
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,9,Fall,27.11333333,32,17.16,10,22.13666667,147.0666667
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,10,Fall,22.74193548,26.9,10.3483871,6.6,16.54516129,27.19354839
35.0119831,135.6761135,1965,1965-04-20,110,5,3,3,kyoto,11,Fall,17.38,24.2,7.023333333,0.2,12.20166667,29.76666667
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,0,Winter,10.35483871,17.4,1.906451613,-2.7,6.130645161,20.35483871
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,1,Winter,8.319354839,15.2,-0.7032258065,-4.9,3.808064516,7.806451613
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,2,Winter,11.69642857,17.6,0.7714285714,-5.9,6.233928571,33.14285714
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,3,Spring,13.74193548,20.8,3.680645161,-0.1,8.711290323,55.4516129
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,4,Spring,19.05333333,30.2,8.596666667,2,13.825,46.56666667
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,5,Spring,23.10645161,28.2,11.72580645,7,17.41612903,69.09677419
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,6,Summer,26.39666667,34.4,17.20333333,12.2,21.8,65.46666667
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,7,Summer,31.24516129,37.2,21.43548387,13.5,26.34032258,86.93548387
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,8,Summer,33.63225806,37.5,23.71290323,19.1,28.67258065,43.74193548
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,9,Fall,28.44666667,34.5,19.25333333,8.2,23.85,93.43333333
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,10,Fall,23.10322581,28.6,12.07096774,5.8,17.58709677,24.35483871
35.0119831,135.6761135,1966,1966-04-07,97,2,5,3,kyoto,11,Fall,17.15666667,25,5.42,-1,11.28833333,22.46666667
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,0,Winter,9.970967742,15.6,0.5838709677,-4.1,5.277419355,15.09677419
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,1,Winter,8.593548387,15.7,-0.9516129032,-6.4,3.820967742,26.74193548
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,2,Winter,9.564285714,16.8,-0.2178571429,-4.2,4.673214286,11.32142857
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,3,Spring,13.86129032,21.4,2.387096774,-4.3,8.124193548,56.74193548
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,4,Spring,19.12,27.9,8.946666667,3.3,14.03333333,88.5
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,5,Spring,27.21290323,33.8,13.43870968,6,20.32580645,24.25806452
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,6,Summer,29.07666667,33,17.78,13.3,23.42833333,35.8
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,7,Summer,31.16774194,36.9,22.77741935,17.2,26.97258065,143.7741935
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,8,Summer,34.20645161,36.2,23.86451613,20.3,29.03548387,15.93548387
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,9,Fall,29.08333333,34.2,19.05333333,11.4,24.06833333,17.16666667
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,10,Fall,22.03548387,27.4,11.7483871,6,16.89193548,43.96774194
35.0119831,135.6761135,1967,1967-04-07,97,2,2,5,kyoto,11,Fall,17.35333333,23.7,6.963333333,1,12.15833333,25.96666667
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,0,Winter,9.929032258,15,0.1,-5.2,5.014516129,5.483870968
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,1,Winter,8.270967742,13.3,-0.6709677419,-3.6,3.8,12.58064516
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,2,Winter,7.706896552,14.2,-2.082758621,-5.3,2.812068966,23.62068966
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,3,Spring,13.68064516,21.4,2.903225806,-3.2,8.291935484,35.64516129
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,4,Spring,20.30333333,26.6,8.54,1.4,14.42166667,31.66666667
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,5,Spring,23.70322581,28.6,12.79354839,5.7,18.2483871,32.09677419
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,6,Summer,27.77333333,32.1,17.7,13,22.73666667,45.16666667
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,7,Summer,29.99354839,36.1,22.10645161,15.8,26.05,88.87096774
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,8,Summer,31.74193548,35.7,23.10645161,18.4,27.42419355,117.4193548
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,9,Fall,27.09666667,30.9,18.51333333,12.7,22.805,70
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,10,Fall,20.43870968,29.2,11.7,6,16.06935484,38.70967742
35.0119831,135.6761135,1968,1968-04-08,99,3,2,2,kyoto,11,Fall,18.09333333,22.8,6.093333333,1,12.09333333,9.333333333
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,0,Winter,13.6,19.7,4.841935484,-0.7,9.220967742,27.90322581
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,1,Winter,9.190322581,17.8,0.9,-4.2,5.04516129,14.83870968
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,2,Winter,9.264285714,17.2,1.471428571,-3.3,5.367857143,38.92857143
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,3,Spring,11.76451613,23.9,2.651612903,-1,7.208064516,38.5483871
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,4,Spring,19.92666667,27.5,8.17,1,14.04833333,37
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,5,Spring,25.72258065,31.8,12.42580645,5.8,19.07419355,27.09677419
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,6,Summer,26.62,31.4,16.55333333,9.3,21.58666667,134
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,7,Summer,30.84516129,35.8,22.16774194,17.1,26.50645161,88.70967742
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,8,Summer,33.61612903,37.8,23.72258065,20.4,28.66935484,43.22580645
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,9,Fall,29.91333333,36.1,20.51,13.1,25.21166667,18
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,10,Fall,22.42258065,25.3,11.87741935,5.9,17.15,24.83870968
35.0119831,135.6761135,1969,1969-04-11,101,3,3,2,kyoto,11,Fall,16.12666667,25,6.583333333,0.9,11.355,26.33333333
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,0,Winter,10.83548387,16.9,1.138709677,-2.3,5.987096774,8.225806452
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,1,Winter,8.667741935,14.1,-0.7612903226,-4,3.953225806,16.93548387
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,2,Winter,10.475,19.8,0.7678571429,-3.2,5.621428571,24.10714286
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,3,Spring,10.2483871,22,0.8677419355,-1.3,5.558064516,20.80645161
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,4,Spring,18.12666667,23.5,8.766666667,1.8,13.44666667,59.33333333
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,5,Spring,24.76451613,29.9,14.10322581,7.9,19.43387097,43.22580645
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,6,Summer,25.07,32.1,17.41,13.1,21.24,125
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,7,Summer,31.13548387,36.8,22.82903226,18.4,26.98225806,45.48387097
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,8,Summer,32.6516129,36,23.8483871,21.2,28.25,38.87096774
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,9,Fall,29.29333333,34.5,21.27666667,15.1,25.285,75.33333333
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,10,Fall,22.53548387,28.3,12.92903226,4,17.73225806,23.22580645
35.0119831,135.6761135,1970,1970-04-17,107,5,3,3,kyoto,11,Fall,16.3,20.8,6.82,0,11.56,33.16666667
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,0,Winter,10.91290323,16.1,1.961290323,-2.2,6.437096774,14.67741935
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,1,Winter,8.735483871,14.1,0.7677419355,-3.3,4.751612903,16.61290323
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,2,Winter,9.314285714,14.1,1.489285714,-4.1,5.401785714,17.85714286
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,3,Spring,12.85483871,22.9,2.612903226,-1.2,7.733870968,35.96774194
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,4,Spring,19.89666667,26.2,8.03,2.7,13.96333333,54.83333333
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,5,Spring,23.9,31,13.58387097,6.2,18.74193548,55.64516129
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,6,Summer,27.01666667,33.1,18.61333333,14.1,22.815,44.16666667
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,7,Summer,31.51612903,35.9,23.11290323,18.4,27.31451613,99.67741935
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,8,Summer,31.8483871,35.8,23.62580645,18.1,27.73709677,51.12903226
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,9,Fall,27.15333333,32,19.53,13.3,23.34166667,129.5
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,10,Fall,21.14516129,25.1,12.49032258,7.8,16.81774194,47.58064516
35.0119831,135.6761135,1971,1971-04-08,98,3,5,3,kyoto,11,Fall,17.5,24.4,7.213333333,1.7,12.35666667,2.166666667
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,0,Winter,12.11935484,18.4,2.935483871,-1.3,7.527419355,22.25806452
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,1,Winter,11.2483871,15.8,3.380645161,-0.5,7.314516129,24.03225806
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,2,Winter,9.975862069,14.7,2.489655172,-0.7,6.232758621,33.79310345
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,3,Spring,14.24193548,22.5,3.706451613,-2.2,8.974193548,49.03225806
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,4,Spring,19.79666667,29.2,9.35,1.2,14.57333333,39.66666667
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,5,Spring,24.25806452,29.3,13.7,7.2,18.97903226,41.61290323
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,6,Summer,27.56333333,34.3,17.98333333,10.2,22.77333333,77.5
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,7,Summer,31.6,37.2,23.48387097,18,27.54193548,125.6451613
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,8,Summer,33.11290323,37.2,23.33225806,17.3,28.22258065,49.35483871
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,9,Fall,28.27666667,33.7,18.91666667,12.2,23.59666667,96
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,10,Fall,23.80967742,27.9,13.04193548,7.8,18.42580645,20.48387097
35.0119831,135.6761135,1972,1972-04-08,99,3,3,5,kyoto,11,Fall,16.6,24,7.296666667,0.6,11.94833333,35
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,0,Winter,12.21612903,18.3,3.780645161,0.3,7.998387097,16.61290323
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,1,Winter,10.22580645,14,2.8,-1.6,6.512903226,43.22580645
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,2,Winter,11.37142857,17.1,3.021428571,-2.3,7.196428571,25.53571429
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,3,Spring,12.97419355,22.9,3.380645161,-0.3,8.177419355,2.096774194
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,4,Spring,21.96333333,28.3,10.44,3.5,16.20166667,90.66666667
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,5,Spring,23.93870968,29.2,13.22258065,6.9,18.58064516,50.96774194
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,6,Summer,26.59,33.5,17.68,12.1,22.135,57.16666667
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,7,Summer,33.82580645,36.9,24.1,21,28.96290323,7.258064516
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,8,Summer,33.7516129,38.6,24.69354839,22.3,29.22258065,59.03225806
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,9,Fall,26.77,34,18.69333333,14,22.73166667,58.83333333
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,10,Fall,21.72580645,27.2,12.43548387,6,17.08064516,64.51612903
35.0119831,135.6761135,1973,1973-04-07,97,2,3,3,kyoto,11,Fall,15.45666667,21.5,5.293333333,0.1,10.375,3.166666667
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,0,Winter,9.432258065,12.5,-0.3161290323,-3.5,4.558064516,0.8064516129
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,1,Winter,7.451612903,11.4,7.52E-17,-3.8,3.725806452,8.225806452
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,2,Winter,8.832142857,18.3,0.4178571429,-4,4.625,30.17857143
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,3,Spring,11.89032258,18.9,2.558064516,-2.9,7.224193548,29.83870968
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,4,Spring,20.25666667,25.7,8.553333333,0.6,14.405,82
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,5,Spring,25.01935484,31.9,13.64516129,6.8,19.33225806,23.38709677
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,6,Summer,28.15,32.7,17.95,14.7,23.05,89
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,7,Summer,29.36774194,34,21.87419355,18.2,25.62096774,123.3870968
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,8,Summer,32.94516129,35.2,23.35806452,19.3,28.1516129,75.32258065
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,9,Fall,27.23333333,33.8,18.24,11.9,22.73666667,41.33333333
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,10,Fall,21.6516129,25.8,12.65806452,6.3,17.15483871,44.03225806
35.0119831,135.6761135,1974,1974-04-09,99,3,2,3,kyoto,11,Fall,15.36666667,24.1,6.076666667,0.9,10.72166667,27
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,0,Winter,10.41612903,15.1,3.364516129,-0.5,6.890322581,17.58064516
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,1,Winter,8.248387097,13.3,0.2935483871,-3.8,4.270967742,12.09677419
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,2,Winter,7.789285714,14.8,0.2142857143,-2.8,4.001785714,19.64285714
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,3,Spring,12.7516129,17.8,2.925806452,-2,7.838709677,16.93548387
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,4,Spring,18.82333333,24.8,9.47,1,14.14666667,61.83333333
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,5,Spring,23.66451613,28,13.90322581,8.3,18.78387097,26.12903226
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,6,Summer,27.03666667,31.1,18.63333333,16,22.835,69.5
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,7,Summer,31.89677419,35.9,22.73870968,16.3,27.31774194,64.19354839
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,8,Summer,31.93548387,37,23.36451613,18.3,27.65,76.93548387
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,9,Fall,30.41333333,34.1,21,14.9,25.70666667,45.83333333
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,10,Fall,21.55483871,30.2,14.06451613,9.2,17.80967742,66.29032258
35.0119831,135.6761135,1975,1975-04-10,100,3,3,2,kyoto,11,Fall,17.16666667,21.9,7.923333333,1.8,12.545,40
